Group,NOP2,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,DNMT3A,DNMT3B,TRDMT1,TET1,TET2,TET3,ALKBH1,ALYREF,YBX1,CODE,SampleName
Tumor,89.29972605,70.30130078,20.43017116,33.52015607,33.63886475,31.07006958,2.729944509,183.1259104,63.25805065,27.30034269,13.53003227,5.150169454,51.1184355,34.98000904,10.70984206,85.28872246,786.1703614,LAML,sample160
Tumor,89.60975572,70.43787683,20.69959025,33.72057464,33.95041975,31.08083986,2.79991849,183.9528422,63.37215781,30.0408135,13.82009486,5.259864893,53.27818098,35.23064666,10.77014713,86.00110102,794.8276137,LAML,sample161
Tumor,94.11708098,71.91794736,20.84068477,34.1510435,34.34094868,31.08945877,3.239912342,184.0293624,67.54039163,30.84047801,13.92008738,5.370034543,56.68812122,36.96943209,10.94020703,86.55128485,799.4135384,LAML,sample162
Tumor,94.67323805,71.91794736,20.87972645,34.18894033,35.04067907,31.46016087,3.239912342,185.3093948,67.5497555,32.68951047,14.04025516,6.01998699,57.67103401,37.04125443,11.38982235,87.11102633,847.0470497,LAML,sample163
Tumor,96.06140347,74.80074391,21.21969498,36.46044923,35.35051161,31.85073379,3.489902347,185.9914179,67.70914014,34.65900602,14.49014814,6.12013845,58.87876466,37.22916229,11.43016074,88.278099,862.6301481,LAML,sample164
Tumor,110.2921973,75.11248341,22.38926968,36.68098994,35.80923299,32.9602717,3.520036054,186.1074822,68.41206685,34.85898395,14.75981014,6.209889928,59.67173513,37.85893424,11.62030356,88.44959851,875.7640101,LAML,sample165
Tumor,111.7233623,76.73863511,22.8898638,37.62870306,36.14088882,34.88073752,3.590035711,187.2072236,70.52092742,37.16985582,14.82029908,6.799778951,61.14134585,38.23076766,11.71006196,94.3587702,891.0103505,LAML,sample166
Tumor,111.7775845,78.22086344,23.02991781,38.6089291,38.00090931,35.80923299,4.440047494,188.2743086,72.73007525,37.44916059,14.98974315,6.960026176,61.22192212,38.49935918,11.82016239,95.12052898,902.6346817,LAML,sample167
Tumor,112.4380999,78.45979237,23.38057161,39.25931927,38.25992904,37.81959093,4.470007605,190.6644989,77.82066812,38.33957318,15.65018514,7.069930112,61.4515086,38.6410573,11.99016562,95.17988739,972.8668238,LAML,sample168
Tumor,128.7285988,82.00172801,23.70039386,41.4892372,39.49131406,38.75908958,4.479935624,205.9132696,78.67763373,43.80024584,15.67950372,7.58006219,62.11960607,39.71091424,12.0201249,100.9002334,978.6834723,LAML,sample169
Tumor,132.7611419,82.33206335,25.1196171,43.31115348,42.27889826,40.70868068,4.749897233,214.3156314,79.91984879,50.29947086,15.9801575,8.169928343,65.33924685,41.87059587,12.29996847,110.1928578,1016.85523,LAML,sample170
Tumor,144.1762773,89.57870437,26.5409047,46.13112998,43.69108354,40.96911394,5.23004797,220.2645406,82.70958116,53.51876959,16.17967626,8.189775203,66.04045498,42.24081737,12.29996847,129.7858134,1030.192766,LAML,sample171
Tumor,25.84913662,77.18139998,3.879923513,23.82062623,33.23097199,10.40973484,0,74.05783757,5.420154036,37.79076517,3.019945171,7.190037833,2.19001597,4.170019335,6.619774529,50.75125431,872.2502804,LAML,sample174
Tumor,32.59899866,78.62856675,4.059901404,24.82018348,33.52945139,10.77985729,0,74.27890165,5.509946035,40.00099368,3.23004311,7.370202539,2.210001494,4.499857847,6.619774529,96.78322402,936.0867721,LAML,sample175
Tumor,33.04033332,79.13158604,4.059901404,26.03976633,37.87993407,10.90008628,0,75.14893754,5.569859767,40.00099368,3.259967358,7.690153573,2.239933753,4.509852149,6.930175267,101.9124039,946.8541968,LAML,sample176
Tumor,33.4389318,79.61022739,4.100068952,26.1591698,39.36013726,11.24001186,0,75.82916726,5.569859767,40.07870542,3.28994063,8.189775203,2.640028738,4.869939283,6.970166087,105.7186688,949.0882823,LAML,sample177
Tumor,34.1510435,79.63782332,4.130025598,26.64967189,41.74019504,11.34962631,0,76.99971836,5.589975411,40.43868908,3.319959203,8.339882298,2.640028738,5.079956103,7.02985431,108.8416366,955.2923424,LAML,sample178
Tumor,34.2292518,79.82019653,4.150118165,26.90022565,42.03926913,11.46984686,0,77.75057528,5.679823185,41.74887578,3.35001931,8.789833741,2.660058082,5.160176614,7.049863738,109.1665296,957.8782557,LAML,sample179
Tumor,34.26011029,79.85893541,4.449908985,28.20050011,42.8186174,11.54963291,0,79.48891885,5.709828262,41.78940978,3.389974652,8.87002002,2.670037073,5.259864893,7.080230117,110.7134716,968.8291821,LAML,sample180
Tumor,34.76969502,80.52038041,4.509852149,28.22983704,43.19123302,11.65984151,0,79.51096119,5.720129497,41.82998313,3.40009664,8.910078189,2.700011907,5.329977156,7.129978232,111.5299264,978.005335,LAML,sample181
Tumor,35.16964773,81.10855646,4.589973167,28.31999407,44.18140357,11.67035373,0,79.5991917,5.810054559,42.05967215,3.449965378,9.089754261,2.729944509,5.390175968,7.30002996,113.2201757,985.5590726,LAML,sample182
Tumor,35.54955062,81.36758515,4.629923741,28.56050309,44.81990891,11.74013522,0,80.03071944,5.930101249,42.29062236,3.479995623,9.099841823,2.750083636,5.410017848,7.359990962,114.4986994,986.6527,LAML,sample183
Tumor,36.08081484,81.54261439,4.629923741,28.78908214,45.30091086,11.75968347,0,80.29743694,6.01998699,42.42862433,3.530056731,9.140304131,2.76998711,5.529845339,7.359990962,114.8802865,989.8036434,LAML,sample184
Tumor,36.12085305,81.8313853,4.639885166,28.79906175,45.60020365,11.82016239,0,82.17812133,6.040052816,42.44038995,3.610003954,9.200059521,2.76998711,5.61016369,7.390155877,115.3110923,992.8958247,LAML,sample185
Tumor,36.20106281,82.10979508,4.690014629,28.82902135,45.88874866,11.92964388,0,83.07155374,6.060185516,42.44921631,3.610003954,9.239686276,2.85006316,5.669987593,7.390155877,115.4470504,996.7573668,LAML,sample186
Tumor,36.33933969,82.45199537,4.789910957,28.90906605,45.93011815,12.18962341,0,83.78283405,6.079963795,42.91072525,3.620029675,9.280126991,2.880060587,5.669987593,7.419930008,115.4870686,997.586792,LAML,sample187
Tumor,36.38975303,82.46914277,4.789910957,28.92911193,46.12153807,12.35037713,0,83.80025822,6.149910569,43.06865912,3.620029675,9.340148881,2.93998617,5.730052054,7.430224735,115.6312489,997.7942561,LAML,sample188
Tumor,36.74970447,82.66945947,4.829926824,28.94917171,46.3715771,12.38037813,0,83.89906365,6.149910569,43.28114219,3.630083232,9.360242314,2.94999198,5.749948825,7.440017954,116.5081944,998.4861148,LAML,sample189
Tumor,36.8006871,82.69811583,4.850059921,29.16064098,46.38122101,12.54016963,0,84.68784213,6.160151452,43.64870504,3.659904146,9.479742168,2.969899907,5.7599231,7.560120256,117.0586451,1001.60542,LAML,sample190
Tumor,36.91053936,83.06003824,4.920165379,29.1808613,46.5390224,12.65982929,0,84.89943261,6.16998163,43.64870504,3.709979419,9.479742168,2.98000749,5.829824903,7.570084657,117.4731892,1002.577857,LAML,sample191
Tumor,37.29114819,83.20986437,4.969875603,29.30044687,46.61004653,12.65982929,0,85.01131841,6.16998163,43.66988915,3.780084261,9.51001954,2.989942137,5.869974539,7.620103984,118.3723085,1004.734471,LAML,sample192
Tumor,37.29890368,83.48717684,4.969875603,29.3390617,46.82052437,12.77000362,0,85.62042848,6.179827493,43.86100937,3.790056611,9.51001954,3.019945171,5.889948742,7.630147435,118.6104932,1011.512599,LAML,sample193
Tumor,37.58959901,83.63777345,4.979877743,29.43072099,47.07108984,12.77974474,0,85.88791255,6.190118186,43.89142274,3.790056611,9.529817726,3.039903427,5.930101249,7.680031148,119.0800469,1022.013536,LAML,sample194
Tumor,37.84056894,83.91069547,4.99994244,29.59027594,47.27054131,12.83034057,0,85.89982011,6.199996177,43.90968088,3.820131746,9.590124685,3.050037686,5.930101249,7.680031148,119.4272229,1023.076698,LAML,sample195
Tumor,37.85893424,83.95141956,5.020087965,29.88090046,47.53010379,12.8401277,0,86.22792565,6.199996177,43.97059622,3.869983076,9.610089619,3.050037686,5.949867518,7.680031148,119.684121,1023.431331,LAML,sample196
Tumor,38.08001428,83.98052029,5.039965218,29.99087889,47.64885768,12.8401277,0,86.71942969,6.230156709,43.9888873,3.899881032,9.620087665,3.05999354,6.040052816,7.709903964,120.166254,1026.415107,LAML,sample197
Tumor,38.11962849,84.24288125,5.12985765,30.10960937,47.86070877,12.84992231,0,86.79760794,6.240098581,44.15078928,3.949951126,9.64011497,3.06998188,6.149910569,7.709903964,120.6336046,1026.984431,LAML,sample198
Tumor,38.19898059,84.34220855,5.12985765,30.14093227,47.99026712,13.00044437,0,86.86983502,6.270019475,44.18140357,3.979914814,9.780122222,3.099927939,6.160151452,7.800221305,120.7674669,1032.19412,LAML,sample199
Tumor,38.20957334,84.34805498,5.12985765,30.15974166,48.01023027,13.0202857,0,86.91199524,6.329853451,44.26110013,4.000109189,10.00990155,3.160041553,6.160151452,7.800221305,120.9769241,1038.221541,LAML,sample200
Tumor,38.25992904,84.67023342,5.189955068,30.17019638,48.05018151,13.0501045,0,87.1895576,6.360204645,44.3010023,4.070047346,10.05022893,3.180043278,6.260029939,7.850128293,121.1615469,1038.941431,LAML,sample201
Tumor,38.27053869,84.89943261,5.200039519,30.47074046,48.32072325,13.08996913,0,87.23187298,6.400011941,44.50105337,4.079935758,10.05022893,3.189980959,6.280024949,7.910218948,123.4504524,1042.909761,LAML,sample202
Tumor,38.28115129,84.94063656,5.200039519,30.48975565,48.55911725,13.18011035,0,87.41951669,6.409780443,44.65864877,4.079935758,10.1103239,3.209949555,6.310137257,7.970216981,123.6988551,1043.271269,LAML,sample203
Tumor,38.29973041,85.41888201,5.329977156,30.58076992,48.57931704,13.18011035,0,87.89953249,6.429807926,44.78885219,4.140059695,10.12996714,3.250037055,6.329853451,7.980168595,123.8704584,1043.632902,LAML,sample204
Tumor,38.47001531,85.65010774,5.370034543,30.61046106,49.04963812,13.20022587,0,88.44959851,6.449897975,44.85098717,4.150118165,10.27993805,3.259967358,6.350071447,8.010098046,124.1885524,1043.849942,LAML,sample205
Tumor,38.71881086,85.88791255,5.410017848,30.64018102,49.05983897,13.21029514,0,88.97226562,6.51009415,44.86964446,4.159912644,10.45964569,3.269927993,6.380077252,8.040139732,124.9657087,1045.732848,LAML,sample206
Tumor,38.72954775,86.46134141,5.429932754,31.08945877,49.08024704,13.22037209,0,89.18837815,6.51009415,44.89142112,4.170019335,10.45964569,3.279919053,6.400011941,8.060230083,125.0957068,1046.675575,LAML,sample207
Tumor,38.89095899,86.52129331,5.469982724,31.16929708,49.08024704,13.26995235,0,89.20692648,6.600070471,45.15043704,4.190015915,10.72990614,3.340046357,6.449897975,8.069734634,125.4343349,1049.945426,LAML,sample208
Tumor,39.06116481,86.55128485,5.500023248,31.22985151,49.43876566,13.35022303,0,89.75895204,6.770145873,45.22874634,4.199904532,10.74032453,3.35001931,6.470050787,8.079810491,125.8610905,1051.329095,LAML,sample209
Tumor,39.31105838,86.55728441,5.519886722,31.29052358,49.50048842,13.36967134,0,89.80873933,6.799778951,45.37004552,4.210108362,10.80978965,3.370054613,6.470050787,8.089898927,125.8872655,1054.028843,LAML,sample210
Tumor,39.31105838,86.64732766,5.519886722,31.41004424,49.74125477,13.37986986,0,90.94889076,6.820079134,45.4109474,4.260023476,10.83004096,3.419957071,6.500172794,8.099999958,126.1842963,1054.540386,LAML,sample211
Tumor,39.40108314,86.68937989,5.529845339,31.47106637,49.76884538,13.50005274,0,91.23934521,6.910026447,45.44873571,4.260023476,10.8503302,3.419957071,6.51009415,8.110113599,126.1842963,1055.637385,LAML,sample212
Tumor,39.40927742,86.73746457,5.619895525,31.47106637,49.96933553,13.56007837,0.009999639,91.53707196,6.970166087,45.50863152,4.380120817,10.86990391,3.429930734,6.549931213,8.139966036,126.5521844,1062.537941,LAML,sample213
Tumor,39.9289677,86.96020341,5.720129497,31.60003707,50.1602015,13.57042212,0.009999639,93.57716282,7.090053594,45.78072761,4.389849239,10.94020703,3.439933475,6.61014428,8.169928343,126.6223799,1062.758913,LAML,sample214
Tumor,40.00931273,87.3892243,5.749948825,31.65045684,50.19846209,13.57983237,0.009999639,93.79145716,7.090053594,45.85059451,4.389849239,10.9500705,3.439933475,6.629878407,8.189775203,126.7716745,1065.857346,LAML,sample215
Tumor,40.07870542,87.68046511,5.749948825,31.87061014,50.42164871,13.69041831,0.009999639,94.47002459,7.099890698,46.20153163,4.3999043,10.99037522,3.500079932,6.669985937,8.21992083,127.2117974,1068.150079,LAML,sample216
Tumor,40.17884239,87.69262118,5.810054559,31.91040004,50.58968962,13.73033509,0.009999639,94.73231734,7.160193251,46.23036326,4.409982388,11.02012812,3.500079932,6.700109585,8.230184186,127.3088293,1068.890721,LAML,sample217
Tumor,40.41907238,87.77167676,5.850068061,32.21041204,50.67040757,13.77036825,0.009999639,94.98216994,7.180075845,46.3715771,4.420083554,11.03006364,3.510043815,6.709870883,8.28973496,127.5826812,1071.115732,LAML,sample218
Tumor,40.85001445,88.2108152,5.850068061,32.31104152,50.88863716,13.84022762,0.019999518,96.14133917,7.279815243,46.44878456,4.429900715,11.06989536,3.530056731,6.799778951,8.300085475,128.363281,1072.899074,LAML,sample219
Tumor,40.88117367,88.63986163,5.869974539,32.47045216,51.1290666,13.89983846,0.019999518,96.18133196,7.329949157,46.52934568,4.440047494,11.13994728,3.580093036,6.799778951,8.389751335,128.6929123,1075.281484,LAML,sample220
Tumor,40.98047484,88.84900794,5.949867518,32.56963631,51.26036534,14.02955332,0.019999518,96.34814774,7.359990962,46.60035504,4.610064991,11.17010505,3.590035711,6.849930739,8.400226715,128.8714437,1079.238993,LAML,sample221
Tumor,41.02879384,89.21929419,5.990013149,32.63969792,51.26036534,14.02955332,0.019999518,96.66924548,7.359990962,46.94075905,4.619983698,11.26028848,3.610003954,6.889936199,8.420049238,129.3457505,1083.88702,LAML,sample222
Tumor,41.15126691,89.2316636,6.079963795,32.7008421,51.37063194,14.05973397,0.019999518,96.83019541,7.370202539,47.11025959,4.639885166,11.30016815,3.620029675,6.930175267,8.420049238,129.9478449,1085.766883,LAML,sample223
Tumor,41.21121214,89.41121297,6.270019475,32.9899862,51.45972937,14.08997954,0.019999518,96.8906207,7.379916658,47.3394003,4.649868019,11.41986486,3.630083232,7.099890698,8.449870752,130.3538093,1087.800798,LAML,sample224
Tumor,41.23121329,89.46700861,6.339954391,33.17113584,51.59903002,14.19979704,0.019999518,98.54326447,7.410163227,47.73150017,4.669898191,11.46984686,3.639912324,7.160193251,8.459834707,130.7066708,1089.158857,LAML,sample225
Tumor,41.36862572,89.49181785,6.400011941,33.20104043,52.09858588,14.39005047,0.019999518,99.82889474,7.460160278,47.73150017,4.709891158,11.54002936,3.650021084,7.190037833,8.529912109,130.8789235,1090.82101,LAML,sample226
Tumor,41.44899435,89.72162969,6.500172794,33.21945666,52.29033509,14.44001258,0.029999742,100.5302346,7.509973979,47.92046141,4.770027493,11.58009691,3.709979419,7.190037833,8.579727685,131.6340617,1092.864392,LAML,sample227
Tumor,41.48061044,90.28309807,6.520030647,33.83999307,52.50826149,14.60004782,0.029999742,102.1174688,7.519872295,47.98028865,4.789910957,11.62030356,3.769876757,7.220006794,8.579727685,131.6888186,1096.430525,LAML,sample228
Tumor,41.6303951,90.64051062,6.529982308,34.0210932,53.03867389,14.69040023,0.029999742,102.237871,7.610073752,48.04019058,4.880078655,12.18033207,3.769876757,7.250100652,8.61011467,132.0178385,1100.542153,LAML,sample229
Tumor,41.89091702,90.8228948,6.590012013,34.0895507,53.14171389,15.06996614,0.029999742,102.6283811,7.839795323,48.20029493,5.05992116,12.29996847,3.790056611,7.659826246,8.640010294,132.4578107,1102.14528,LAML,sample230
Tumor,42.17060428,90.91107363,6.669985937,34.21976248,53.84995407,15.10971477,0.040000917,103.8808643,8.099999958,49.02924277,5.119909276,12.70026248,3.829944168,7.659826246,8.650198432,133.3144339,1104.51607,LAML,sample231
Tumor,42.29062236,91.44828594,6.689898691,34.47928992,53.9209214,15.10971477,0.040000917,105.5575772,8.159740119,49.16878017,5.250028406,12.80990065,3.919941182,7.970216981,8.670009709,133.3791346,1104.975521,LAML,sample232
Tumor,42.67934699,92.12267122,6.720112257,34.48885121,54.37130182,15.20954562,0.049998549,106.188698,8.210239411,50.35877737,5.310060634,12.90974189,4.029894432,8.079810491,8.680233217,134.2696339,1113.741499,LAML,sample233
Tumor,43.34118559,92.41046851,6.749994296,34.56064546,54.39014909,15.30048747,0.049998549,106.3507528,8.320248482,50.48109927,5.519886722,14.24021173,4.079935758,8.429978031,8.700113274,134.6237635,1113.741499,LAML,sample234
Tumor,43.4796017,92.96942851,7.020114229,34.67102035,54.60925544,15.30048747,0.049998549,106.5869103,8.570216628,50.62125958,5.66016903,15.20005975,4.239986822,8.670009709,8.729716163,136.654527,1114.35926,LAML,sample235
Tumor,43.56105173,93.94110396,7.099890698,35.54955062,55.21827343,15.44006119,0.060001985,106.7125822,8.589844746,50.70905732,5.779923576,15.2401515,4.440047494,8.749709535,8.929865529,137.0054496,1115.827817,LAML,sample236
Tumor,43.60032281,94.45692903,7.110234345,36.06081238,55.21827343,15.60036117,0.060001985,111.282817,8.620267559,50.77940514,5.889948742,15.53991993,4.479935624,8.860187197,8.949696808,138.8409767,1119.701694,LAML,sample237
Tumor,44.38091459,98.78947197,7.139870722,36.19102686,56.07843853,15.6599519,0.060001985,111.4912794,8.809964783,51.24970695,6.270019475,15.53991993,4.539968409,9.040110584,9.239686276,139.1685715,1120.012184,LAML,sample238
Tumor,44.39937634,99.13244764,7.759771079,36.67082095,56.53900086,16.00010907,0.060001985,119.6509418,8.839941408,51.39912633,6.329853451,15.58955088,4.760116729,9.260205523,9.570201224,144.4063136,1120.55575,LAML,sample239
Tumor,44.44864525,99.69750734,7.830018738,38.10113674,58.08827827,16.85044031,0.080001925,119.8667709,8.93977567,52.34110354,7.490216411,15.76014018,4.909942736,9.349866119,9.630096111,149.8723437,1127.177279,LAML,sample240
Tumor,46.25921288,105.0903415,7.9299847,38.9395134,58.31823944,16.97000386,0.089999347,120.2495765,8.990114767,52.42098215,8.139966036,17.22003563,5.039965218,9.920099395,10.8503302,150.2051424,1144.576947,LAML,sample241
Tumor,47.13965829,106.4909081,7.95972596,40.92086523,58.87876466,18.76956277,0.149997859,128.3899764,9.300091313,52.85150697,8.379869914,18.53040036,5.250028406,10.70984206,12.18962341,150.4030911,1162.970478,LAML,sample242
Tumor,48.89010136,108.1722522,9.409686696,42.08008506,59.70897254,18.98020924,0.20999782,128.9161152,9.460048002,55.05011961,11.74990528,24.23030165,6.529982308,10.77014713,19.95983268,155.7826483,1164.745274,LAML,sample243
